movej([0.846470, -3.040916, -0.197875, -0.766856, -2.341798, -2.155399],a=4, v=0.75, t=0.008000)
movej([1.155462, -2.373579, -1.486599, -0.479569, -2.489068, -2.583706],a=4, v=0.75, t=0.008000)
movej([1.153460, -2.377903, -1.478250, -0.481431, -2.488113, -2.580932],a=4, v=0.75, t=0.008000)
movej([1.151489, -2.382161, -1.470026, -0.483265, -2.487172, -2.578200],a=4, v=0.75, t=0.008000)
movej([1.149493, -2.386474, -1.461698, -0.485123, -2.486219, -2.575433],a=4, v=0.75, t=0.008000)
movej([1.147487, -2.390805, -1.453333, -0.486988, -2.485262, -2.572654],a=4, v=0.75, t=0.008000)
movej([1.145481, -2.395137, -1.444967, -0.488854, -2.484305, -2.569875],a=4, v=0.75, t=0.008000)
movej([1.143466, -2.399490, -1.436562, -0.490729, -2.483344, -2.567082],a=4, v=0.75, t=0.008000)
movej([1.141455, -2.403832, -1.428176, -0.492600, -2.482385, -2.564295],a=4, v=0.75, t=0.008000)
movej([1.139446, -2.408170, -1.419798, -0.494468, -2.481426, -2.561512],a=4, v=0.75, t=0.008000)
movej([1.137437, -2.412508, -1.411420, -0.496336, -2.480468, -2.558728],a=4, v=0.75, t=0.008000)
movej([1.135385, -2.416942, -1.402858, -0.498246, -2.479489, -2.555884],a=4, v=0.75, t=0.008000)
movej([1.133399, -2.421231, -1.394574, -0.500094, -2.478541, -2.553132],a=4, v=0.75, t=0.008000)
movej([1.131431, -2.425481, -1.386367, -0.501925, -2.477603, -2.550405],a=4, v=0.75, t=0.008000)
movej([1.129463, -2.429731, -1.378160, -0.503755, -2.476664, -2.547679],a=4, v=0.75, t=0.008000)
movej([1.127473, -2.434029, -1.369861, -0.505606, -2.475715, -2.544922],a=4, v=0.75, t=0.008000)
movej([1.125469, -2.438358, -1.361501, -0.507471, -2.474758, -2.542144],a=4, v=0.75, t=0.008000)
movej([1.123462, -2.442693, -1.353129, -0.509338, -2.473801, -2.539363],a=4, v=0.75, t=0.008000)
movej([1.121455, -2.447028, -1.344758, -0.511205, -2.472843, -2.536582],a=4, v=0.75, t=0.008000)
movej([1.119442, -2.451375, -1.336363, -0.513077, -2.471883, -2.533792],a=4, v=0.75, t=0.008000)
movej([1.117440, -2.455700, -1.328011, -0.514940, -2.470928, -2.531017],a=4, v=0.75, t=0.008000)
movej([1.115441, -2.460015, -1.319677, -0.516799, -2.469974, -2.528248],a=4, v=0.75, t=0.008000)
movej([1.113443, -2.464331, -1.311343, -0.518658, -2.469021, -2.525479],a=4, v=0.75, t=0.008000)
movej([1.111442, -2.468653, -1.302995, -0.520519, -2.468066, -2.522706],a=4, v=0.75, t=0.008000)
movej([1.109444, -2.472969, -1.294660, -0.522378, -2.467112, -2.519937],a=4, v=0.75, t=0.008000)
movej([1.107447, -2.477282, -1.286332, -0.524236, -2.466159, -2.517170],a=4, v=0.75, t=0.008000)
movej([1.105450, -2.481594, -1.278003, -0.526094, -2.465206, -2.514403],a=4, v=0.75, t=0.008000)
movej([1.103446, -2.485923, -1.269644, -0.527958, -2.464251, -2.511626],a=4, v=0.75, t=0.008000)
movej([1.101437, -2.490261, -1.261267, -0.529826, -2.463292, -2.508843],a=4, v=0.75, t=0.008000)
movej([1.099428, -2.494601, -1.252886, -0.531696, -2.462334, -2.506059],a=4, v=0.75, t=0.008000)
movej([1.097418, -2.498940, -1.244506, -0.533565, -2.461375, -2.503274],a=4, v=0.75, t=0.008000)
movej([1.095434, -2.503226, -1.236229, -0.535411, -2.460428, -2.500524],a=4, v=0.75, t=0.008000)
movej([1.093436, -2.507541, -1.227897, -0.537269, -2.459475, -2.497755],a=4, v=0.75, t=0.008000)
movej([1.091428, -2.511879, -1.219520, -0.539138, -2.458517, -2.494972],a=4, v=0.75, t=0.008000)
movej([1.089419, -2.516216, -1.211143, -0.541006, -2.457559, -2.492189],a=4, v=0.75, t=0.008000)
movej([1.087411, -2.520554, -1.202765, -0.542874, -2.456601, -2.489406],a=4, v=0.75, t=0.008000)
movej([1.085402, -2.524892, -1.194387, -0.544743, -2.455643, -2.486623],a=4, v=0.75, t=0.008000)
movej([1.083394, -2.529230, -1.186010, -0.546612, -2.454684, -2.483839],a=4, v=0.75, t=0.008000)
movej([1.081385, -2.533568, -1.177633, -0.548480, -2.453726, -2.481056],a=4, v=0.75, t=0.008000)
movej([1.079424, -2.537803, -1.169455, -0.550304, -2.452790, -2.478339],a=4, v=0.75, t=0.008000)
movej([1.077443, -2.542083, -1.161190, -0.552147, -2.451845, -2.475594],a=4, v=0.75, t=0.008000)
movej([1.075439, -2.546411, -1.152832, -0.554011, -2.450889, -2.472817],a=4, v=0.75, t=0.008000)
movej([1.073435, -2.550739, -1.144474, -0.555876, -2.449933, -2.470040],a=4, v=0.75, t=0.008000)
movej([1.071415, -2.555101, -1.136050, -0.557754, -2.448969, -2.467241],a=4, v=0.75, t=0.008000)
movej([1.069410, -2.559432, -1.127686, -0.559620, -2.448012, -2.464462],a=4, v=0.75, t=0.008000)
movej([1.067417, -2.563737, -1.119373, -0.561474, -2.447061, -2.461700],a=4, v=0.75, t=0.008000)
movej([1.065424, -2.568041, -1.111059, -0.563328, -2.446110, -2.458938],a=4, v=0.75, t=0.008000)
movej([1.063403, -2.572405, -1.102633, -0.565207, -2.445146, -2.456138],a=4, v=0.75, t=0.008000)
movej([1.061392, -2.576748, -1.094244, -0.567078, -2.444187, -2.453352],a=4, v=0.75, t=0.008000)
movej([1.059394, -2.581062, -1.085913, -0.568937, -2.443234, -2.450584],a=4, v=0.75, t=0.008000)
movej([1.057397, -2.585376, -1.077582, -0.570795, -2.442281, -2.447816],a=4, v=0.75, t=0.008000)
movej([1.055416, -2.589655, -1.069321, -0.572637, -2.441336, -2.445071],a=4, v=0.75, t=0.008000)
movej([1.053421, -2.593964, -1.060999, -0.574493, -2.440384, -2.442306],a=4, v=0.75, t=0.008000)
movej([1.051410, -2.598307, -1.052611, -0.576364, -2.439425, -2.439519],a=4, v=0.75, t=0.008000)
movej([1.049399, -2.602651, -1.044223, -0.578235, -2.438465, -2.436732],a=4, v=0.75, t=0.008000)
movej([1.047389, -2.606991, -1.035841, -0.580105, -2.437506, -2.433947],a=4, v=0.75, t=0.008000)
movej([1.045380, -2.611330, -1.027463, -0.581973, -2.436548, -2.431164],a=4, v=0.75, t=0.008000)
movej([1.043372, -2.615667, -1.019086, -0.583842, -2.435590, -2.428381],a=4, v=0.75, t=0.008000)
movej([1.041364, -2.620005, -1.010709, -0.585710, -2.434632, -2.425598],a=4, v=0.75, t=0.008000)
movej([1.039354, -2.624346, -1.002325, -0.587580, -2.433672, -2.422813],a=4, v=0.75, t=0.008000)
movej([1.037358, -2.628657, -0.994000, -0.589436, -2.432720, -2.420047],a=4, v=0.75, t=0.008000)
movej([1.035371, -2.632946, -0.985716, -0.591284, -2.431772, -2.417295],a=4, v=0.75, t=0.008000)
movej([1.033385, -2.637236, -0.977432, -0.593132, -2.430824, -2.414542],a=4, v=0.75, t=0.008000)
movej([1.031388, -2.641551, -0.969101, -0.594990, -2.429872, -2.411774],a=4, v=0.75, t=0.008000)
movej([1.029387, -2.645872, -0.960755, -0.596851, -2.428917, -2.409001],a=4, v=0.75, t=0.008000)
movej([1.027390, -2.650186, -0.952425, -0.598709, -2.427964, -2.406233],a=4, v=0.75, t=0.008000)
movej([1.025392, -2.654500, -0.944094, -0.600568, -2.427011, -2.403466],a=4, v=0.75, t=0.008000)
movej([1.023387, -2.658831, -0.935730, -0.602433, -2.426055, -2.400687],a=4, v=0.75, t=0.008000)
movej([1.021371, -2.663183, -0.927325, -0.604307, -2.425093, -2.397895],a=4, v=0.75, t=0.008000)
movej([1.019353, -2.667541, -0.918908, -0.606185, -2.424130, -2.395098],a=4, v=0.75, t=0.008000)
movej([1.017335, -2.671900, -0.910491, -0.608062, -2.423168, -2.392302],a=4, v=0.75, t=0.008000)
movej([1.015341, -2.676208, -0.902170, -0.609918, -2.422216, -2.389538],a=4, v=0.75, t=0.008000)
movej([1.013356, -2.680495, -0.893891, -0.611765, -2.421269, -2.386787],a=4, v=0.75, t=0.008000)
movej([1.011365, -2.684794, -0.885589, -0.613617, -2.420319, -2.384029],a=4, v=0.75, t=0.008000)
movej([1.009375, -2.689093, -0.877287, -0.615468, -2.419370, -2.381271],a=4, v=0.75, t=0.008000)
movej([1.007367, -2.693429, -0.868915, -0.617336, -2.418412, -2.378489],a=4, v=0.75, t=0.008000)
movej([1.005354, -2.697775, -0.860521, -0.619208, -2.417451, -2.375700],a=4, v=0.75, t=0.008000)
movej([1.003350, -2.702104, -0.852162, -0.621072, -2.416495, -2.372923],a=4, v=0.75, t=0.008000)
movej([1.001346, -2.706432, -0.843803, -0.622936, -2.415539, -2.370145],a=4, v=0.75, t=0.008000)
movej([0.999353, -2.710737, -0.835489, -0.624791, -2.414588, -2.367383],a=4, v=0.75, t=0.008000)
movej([0.997357, -2.715048, -0.827165, -0.626647, -2.413636, -2.364618],a=4, v=0.75, t=0.008000)
movej([0.995351, -2.719382, -0.818796, -0.628514, -2.412678, -2.361837],a=4, v=0.75, t=0.008000)
movej([0.993344, -2.723715, -0.810426, -0.630380, -2.411721, -2.359057],a=4, v=0.75, t=0.008000)
movej([0.991336, -2.728051, -0.802054, -0.632248, -2.410763, -2.356275],a=4, v=0.75, t=0.008000)
movej([0.989333, -2.732377, -0.793699, -0.634111, -2.409808, -2.353500],a=4, v=0.75, t=0.008000)
movej([0.987335, -2.736692, -0.785365, -0.635970, -2.408854, -2.350731],a=4, v=0.75, t=0.008000)
movej([0.985337, -2.741008, -0.777030, -0.637829, -2.407901, -2.347961],a=4, v=0.75, t=0.008000)
movej([0.983350, -2.745300, -0.768744, -0.639677, -2.406953, -2.345208],a=4, v=0.75, t=0.008000)
movej([0.981359, -2.749600, -0.760439, -0.641530, -2.406003, -2.342449],a=4, v=0.75, t=0.008000)
movej([0.979351, -2.753936, -0.752066, -0.643397, -2.405046, -2.339667],a=4, v=0.75, t=0.008000)
movej([0.977344, -2.758272, -0.743692, -0.645264, -2.404088, -2.336885],a=4, v=0.75, t=0.008000)
movej([0.975352, -2.762574, -0.735383, -0.647118, -2.403137, -2.334124],a=4, v=0.75, t=0.008000)
movej([0.973355, -2.766887, -0.727055, -0.648975, -2.402185, -2.331358],a=4, v=0.75, t=0.008000)
movej([0.971335, -2.771249, -0.718630, -0.650854, -2.401221, -2.328559],a=4, v=0.75, t=0.008000)
movej([0.969315, -2.775612, -0.710205, -0.652733, -2.400257, -2.325759],a=4, v=0.75, t=0.008000)
movej([0.967316, -2.779930, -0.701866, -0.654593, -2.399303, -2.322989],a=4, v=0.75, t=0.008000)
movej([0.965324, -2.784231, -0.693560, -0.656446, -2.398352, -2.320230],a=4, v=0.75, t=0.008000)
movej([0.963316, -2.788568, -0.685184, -0.658314, -2.397394, -2.317447],a=4, v=0.75, t=0.008000)
movej([0.961308, -2.792905, -0.676809, -0.660182, -2.396436, -2.314664],a=4, v=0.75, t=0.008000)
movej([0.959320, -2.797198, -0.668519, -0.662031, -2.395488, -2.311910],a=4, v=0.75, t=0.008000)
movej([0.957334, -2.801488, -0.660235, -0.663879, -2.394541, -2.309158],a=4, v=0.75, t=0.008000)
movej([0.955322, -2.805834, -0.651842, -0.665751, -2.393581, -2.306369],a=4, v=0.75, t=0.008000)
movej([0.953310, -2.810180, -0.643448, -0.667622, -2.392621, -2.303580],a=4, v=0.75, t=0.008000)
movej([0.951312, -2.814494, -0.635118, -0.669481, -2.391668, -2.300813],a=4, v=0.75, t=0.008000)
movej([0.949320, -2.818795, -0.626811, -0.671334, -2.390718, -2.298053],a=4, v=0.75, t=0.008000)
movej([0.947312, -2.823132, -0.618435, -0.673202, -2.389760, -2.295270],a=4, v=0.75, t=0.008000)
movej([0.945304, -2.827469, -0.610059, -0.675069, -2.388801, -2.292488],a=4, v=0.75, t=0.008000)
movej([0.943300, -2.831798, -0.601700, -0.676934, -2.387845, -2.289710],a=4, v=0.75, t=0.008000)
movej([0.941304, -2.836109, -0.593375, -0.678791, -2.386893, -2.286944],a=4, v=0.75, t=0.008000)
movej([0.939312, -2.840412, -0.585066, -0.680644, -2.385942, -2.284184],a=4, v=0.75, t=0.008000)
movej([0.937320, -2.844714, -0.576758, -0.682498, -2.384992, -2.281424],a=4, v=0.75, t=0.008000)
movej([0.935357, -2.848952, -0.568572, -0.684323, -2.384055, -2.278704],a=4, v=0.75, t=0.008000)
movej([0.933447, -2.853078, -0.560604, -0.686100, -2.383144, -2.276057],a=4, v=0.75, t=0.008000)
movej([0.931555, -2.857163, -0.552715, -0.687859, -2.382242, -2.273436],a=4, v=0.75, t=0.008000)
movej([0.929664, -2.861249, -0.544827, -0.689619, -2.381339, -2.270815],a=4, v=0.75, t=0.008000)
movej([0.927785, -2.865307, -0.536990, -0.691367, -2.380443, -2.268211],a=4, v=0.75, t=0.008000)
movej([0.925943, -2.869283, -0.529309, -0.693080, -2.379565, -2.265659],a=4, v=0.75, t=0.008000)
movej([0.924130, -2.873200, -0.521747, -0.694766, -2.378699, -2.263147],a=4, v=0.75, t=0.008000)
movej([0.922317, -2.877116, -0.514185, -0.696453, -2.377834, -2.260635],a=4, v=0.75, t=0.008000)
movej([0.920518, -2.881002, -0.506679, -0.698127, -2.376976, -2.258141],a=4, v=0.75, t=0.008000)
movej([0.918756, -2.884807, -0.499332, -0.699766, -2.376135, -2.255700],a=4, v=0.75, t=0.008000)
movej([0.917020, -2.888555, -0.492093, -0.701381, -2.375307, -2.253295],a=4, v=0.75, t=0.008000)
movej([0.915285, -2.892303, -0.484854, -0.702995, -2.374479, -2.250890],a=4, v=0.75, t=0.008000)
movej([0.913565, -2.896018, -0.477681, -0.704595, -2.373659, -2.248507],a=4, v=0.75, t=0.008000)
movej([0.911895, -2.899625, -0.470714, -0.706148, -2.372862, -2.246193],a=4, v=0.75, t=0.008000)
movej([0.910263, -2.903148, -0.463911, -0.707666, -2.372083, -2.243932],a=4, v=0.75, t=0.008000)
movej([0.908632, -2.906671, -0.457108, -0.709183, -2.371305, -2.241671],a=4, v=0.75, t=0.008000)
movej([0.907010, -2.910174, -0.450343, -0.710692, -2.370532, -2.239424],a=4, v=0.75, t=0.008000)
movej([0.905420, -2.913609, -0.443710, -0.712172, -2.369773, -2.237220],a=4, v=0.75, t=0.008000)
movej([0.903856, -2.916987, -0.437185, -0.713627, -2.369026, -2.235052],a=4, v=0.75, t=0.008000)
movej([0.902291, -2.920366, -0.430661, -0.715082, -2.368280, -2.232885],a=4, v=0.75, t=0.008000)
movej([0.900751, -2.923693, -0.424237, -0.716515, -2.367545, -2.230750],a=4, v=0.75, t=0.008000)
movej([0.899260, -2.926914, -0.418015, -0.717902, -2.366834, -2.228684],a=4, v=0.75, t=0.008000)
movej([0.897774, -2.930123, -0.411819, -0.719285, -2.366125, -2.226625],a=4, v=0.75, t=0.008000)
movej([0.896289, -2.933331, -0.405623, -0.720667, -2.365416, -2.224566],a=4, v=0.75, t=0.008000)
movej([0.894818, -2.936506, -0.399492, -0.722034, -2.364715, -2.222529],a=4, v=0.75, t=0.008000)
movej([0.893398, -2.939575, -0.393566, -0.723356, -2.364037, -2.220561],a=4, v=0.75, t=0.008000)
movej([0.892013, -2.942564, -0.387792, -0.724644, -2.363376, -2.218642],a=4, v=0.75, t=0.008000)
movej([0.890629, -2.945554, -0.382018, -0.725932, -2.362716, -2.216724],a=4, v=0.75, t=0.008000)
movej([0.889265, -2.948500, -0.376329, -0.727200, -2.362065, -2.214834],a=4, v=0.75, t=0.008000)
movej([0.887950, -2.951341, -0.370844, -0.728423, -2.361438, -2.213011],a=4, v=0.75, t=0.008000)
movej([0.886649, -2.954150, -0.365419, -0.729633, -2.360817, -2.211209],a=4, v=0.75, t=0.008000)
movej([0.885349, -2.956959, -0.359994, -0.730844, -2.360197, -2.209407],a=4, v=0.75, t=0.008000)
movej([0.884058, -2.959745, -0.354612, -0.732044, -2.359581, -2.207619],a=4, v=0.75, t=0.008000)
movej([0.882805, -2.962451, -0.349388, -0.733209, -2.358984, -2.205883],a=4, v=0.75, t=0.008000)
movej([0.881582, -2.965092, -0.344287, -0.734347, -2.358400, -2.204188],a=4, v=0.75, t=0.008000)
movej([0.880360, -2.967733, -0.339187, -0.735485, -2.357816, -2.202494],a=4, v=0.75, t=0.008000)
movej([0.879151, -2.970342, -0.334147, -0.736609, -2.357240, -2.200819],a=4, v=0.75, t=0.008000)
movej([0.877991, -2.972849, -0.329307, -0.737688, -2.356686, -2.199211],a=4, v=0.75, t=0.008000)
movej([0.876861, -2.975290, -0.324592, -0.738739, -2.356147, -2.197645],a=4, v=0.75, t=0.008000)
movej([0.875730, -2.977731, -0.319878, -0.739791, -2.355607, -2.196079],a=4, v=0.75, t=0.008000)
movej([0.874616, -2.980138, -0.315230, -0.740828, -2.355076, -2.194534],a=4, v=0.75, t=0.008000)
movej([0.873548, -2.982445, -0.310776, -0.741821, -2.354567, -2.193055],a=4, v=0.75, t=0.008000)
movej([0.872491, -2.984727, -0.306369, -0.742804, -2.354063, -2.191591],a=4, v=0.75, t=0.008000)
movej([0.871435, -2.987009, -0.301962, -0.743787, -2.353559, -2.190126],a=4, v=0.75, t=0.008000)
movej([0.870396, -2.989253, -0.297629, -0.744753, -2.353063, -2.188687],a=4, v=0.75, t=0.008000)
movej([0.869412, -2.991377, -0.293524, -0.745668, -2.352593, -2.187323],a=4, v=0.75, t=0.008000)
movej([0.868448, -2.993459, -0.289505, -0.746565, -2.352133, -2.185988],a=4, v=0.75, t=0.008000)
movej([0.867485, -2.995540, -0.285487, -0.747461, -2.351674, -2.184653],a=4, v=0.75, t=0.008000)
movej([0.866531, -2.997600, -0.281509, -0.748349, -2.351219, -2.183331],a=4, v=0.75, t=0.008000)
movej([0.865621, -2.999563, -0.277717, -0.749194, -2.350785, -2.182071],a=4, v=0.75, t=0.008000)
movej([0.864755, -3.001435, -0.274104, -0.750000, -2.350372, -2.180870],a=4, v=0.75, t=0.008000)
movej([0.863889, -3.003306, -0.270491, -0.750806, -2.349959, -2.179670],a=4, v=0.75, t=0.008000)
movej([0.863024, -3.005174, -0.266883, -0.751610, -2.349546, -2.178472],a=4, v=0.75, t=0.008000)
movej([0.862183, -3.006991, -0.263374, -0.752394, -2.349145, -2.177306],a=4, v=0.75, t=0.008000)
movej([0.861400, -3.008682, -0.260108, -0.753122, -2.348771, -2.176221],a=4, v=0.75, t=0.008000)
movej([0.860617, -3.010372, -0.256843, -0.753850, -2.348397, -2.175136],a=4, v=0.75, t=0.008000)
movej([0.859840, -3.012049, -0.253604, -0.754572, -2.348027, -2.174060],a=4, v=0.75, t=0.008000)
movej([0.859098, -3.013653, -0.250507, -0.755263, -2.347673, -2.173031],a=4, v=0.75, t=0.008000)
movej([0.858387, -3.015189, -0.247541, -0.755925, -2.347333, -2.172046],a=4, v=0.75, t=0.008000)
movej([0.857675, -3.016725, -0.244574, -0.756587, -2.346994, -2.171060],a=4, v=0.75, t=0.008000)
movej([0.856976, -3.018235, -0.241658, -0.757237, -2.346661, -2.170092],a=4, v=0.75, t=0.008000)
movej([0.856328, -3.019635, -0.238955, -0.757840, -2.346352, -2.169193],a=4, v=0.75, t=0.008000)
movej([0.855707, -3.020977, -0.236363, -0.758418, -2.346055, -2.168332],a=4, v=0.75, t=0.008000)
movej([0.855085, -3.022320, -0.233770, -0.758997, -2.345758, -2.167471],a=4, v=0.75, t=0.008000)
movej([0.854474, -3.023638, -0.231223, -0.759565, -2.345467, -2.166625],a=4, v=0.75, t=0.008000)
movej([0.853913, -3.024850, -0.228883, -0.760086, -2.345199, -2.165847],a=4, v=0.75, t=0.008000)
movej([0.853381, -3.026001, -0.226661, -0.760582, -2.344945, -2.165109],a=4, v=0.75, t=0.008000)
movej([0.852848, -3.027152, -0.224438, -0.761078, -2.344691, -2.164370],a=4, v=0.75, t=0.008000)
movej([0.852322, -3.028288, -0.222244, -0.761567, -2.344440, -2.163641],a=4, v=0.75, t=0.008000)
movej([0.851837, -3.029335, -0.220223, -0.762018, -2.344208, -2.162970],a=4, v=0.75, t=0.008000)
movej([0.851386, -3.030309, -0.218342, -0.762437, -2.343993, -2.162345],a=4, v=0.75, t=0.008000)
movej([0.850935, -3.031283, -0.216461, -0.762857, -2.343778, -2.161720],a=4, v=0.75, t=0.008000)
movej([0.850492, -3.032241, -0.214610, -0.763270, -2.343566, -2.161105],a=4, v=0.75, t=0.008000)
movej([0.850093, -3.033103, -0.212945, -0.763641, -2.343376, -2.160552],a=4, v=0.75, t=0.008000)
movej([0.849730, -3.033886, -0.211434, -0.763978, -2.343203, -2.160050],a=4, v=0.75, t=0.008000)
movej([0.849368, -3.034668, -0.209923, -0.764315, -2.343030, -2.159548],a=4, v=0.75, t=0.008000)
movej([0.849011, -3.035438, -0.208436, -0.764647, -2.342860, -2.159053],a=4, v=0.75, t=0.008000)
movej([0.848696, -3.036119, -0.207122, -0.764940, -2.342710, -2.158617],a=4, v=0.75, t=0.008000)
movej([0.848419, -3.036717, -0.205966, -0.765197, -2.342578, -2.158234],a=4, v=0.75, t=0.008000)
movej([0.848142, -3.037315, -0.204811, -0.765455, -2.342445, -2.157850],a=4, v=0.75, t=0.008000)
movej([0.847870, -3.037903, -0.203676, -0.765708, -2.342315, -2.157473],a=4, v=0.75, t=0.008000)
movej([0.847639, -3.038402, -0.202712, -0.765923, -2.342205, -2.157153],a=4, v=0.75, t=0.008000)
movej([0.847446, -3.038819, -0.201907, -0.766103, -2.342113, -2.156885],a=4, v=0.75, t=0.008000)
movej([0.847253, -3.039236, -0.201101, -0.766282, -2.342021, -2.156617],a=4, v=0.75, t=0.008000)
movej([0.847065, -3.039642, -0.200318, -0.766457, -2.341931, -2.156357],a=4, v=0.75, t=0.008000)
movej([0.846920, -3.039955, -0.199714, -0.766591, -2.341863, -2.156156],a=4, v=0.75, t=0.008000)
movej([0.846812, -3.040187, -0.199266, -0.766692, -2.341811, -2.156007],a=4, v=0.75, t=0.008000)
movej([0.846705, -3.040418, -0.198818, -0.766792, -2.341760, -2.155858],a=4, v=0.75, t=0.008000)
movej([0.846603, -3.040638, -0.198393, -0.766886, -2.341711, -2.155717],a=4, v=0.75, t=0.008000)
movej([0.846545, -3.040766, -0.198148, -0.766941, -2.341683, -2.155636],a=4, v=0.75, t=0.008000)
movej([0.846522, -3.040814, -0.198055, -0.766962, -2.341672, -2.155605],a=4, v=0.75, t=0.008000)
movej([0.846500, -3.040862, -0.197962, -0.766983, -2.341662, -2.155574],a=4, v=0.75, t=0.008000)
movej([0.846470, -3.040890, -0.197885, -0.766984, -2.341664, -2.155530],a=4, v=0.75, t=0.008000)
movej([0.846347, -3.040670, -0.198020, -0.766744, -2.341830, -2.155335],a=4, v=0.75, t=0.008000)
movej([0.846351, -3.040661, -0.198051, -0.766755, -2.341830, -2.155335],a=4, v=0.75, t=0.008000)
movej([0.846354, -3.040652, -0.198082, -0.766765, -2.341830, -2.155335],a=4, v=0.75, t=0.008000)
movej([0.846359, -3.040643, -0.198112, -0.766777, -2.341830, -2.155335],a=4, v=0.75, t=0.008000)
movej([0.846386, -3.040643, -0.198120, -0.766808, -2.341830, -2.155335],a=4, v=0.75, t=0.008000)
movej([0.846395, -3.040643, -0.198117, -0.766808, -2.341830, -2.155341],a=4, v=0.75, t=0.008000)
movej([0.846404, -3.040643, -0.198114, -0.766808, -2.341830, -2.155346],a=4, v=0.75, t=0.008000)
movej([0.846413, -3.040643, -0.198111, -0.766808, -2.341830, -2.155351],a=4, v=0.75, t=0.008000)
movej([0.846469, -3.040523, -0.198344, -0.766756, -2.341857, -2.155428],a=4, v=0.75, t=0.008000)
movej([0.847035, -3.039299, -0.200706, -0.766229, -2.342127, -2.156214],a=4, v=0.75, t=0.008000)
movej([0.847602, -3.038076, -0.203069, -0.765702, -2.342397, -2.157000],a=4, v=0.75, t=0.008000)
movej([0.848208, -3.036767, -0.205597, -0.765138, -2.342687, -2.157840],a=4, v=0.75, t=0.008000)
movej([0.849590, -3.033780, -0.211366, -0.763851, -2.343347, -2.159757],a=4, v=0.75, t=0.008000)
movej([0.851686, -3.029252, -0.220110, -0.761900, -2.344348, -2.162664],a=4, v=0.75, t=0.008000)
movej([0.853782, -3.024724, -0.228853, -0.759950, -2.345349, -2.165571],a=4, v=0.75, t=0.008000)
movej([0.855905, -3.020137, -0.237711, -0.757974, -2.346363, -2.168516],a=4, v=0.75, t=0.008000)
movej([0.858865, -3.013743, -0.250059, -0.755218, -2.347776, -2.172621],a=4, v=0.75, t=0.008000)
movej([0.862489, -3.005915, -0.265177, -0.751845, -2.349506, -2.177647],a=4, v=0.75, t=0.008000)
movej([0.866112, -2.998087, -0.280294, -0.748473, -2.351236, -2.182673],a=4, v=0.75, t=0.008000)
movej([0.869763, -2.990201, -0.295523, -0.745076, -2.352979, -2.187735],a=4, v=0.75, t=0.008000)
movej([0.874215, -2.980584, -0.314094, -0.740932, -2.355105, -2.193910],a=4, v=0.75, t=0.008000)
movej([0.879323, -2.969549, -0.335405, -0.736178, -2.357544, -2.200995],a=4, v=0.75, t=0.008000)
movej([0.884431, -2.958514, -0.356715, -0.731424, -2.359982, -2.208080],a=4, v=0.75, t=0.008000)
movej([0.889540, -2.947479, -0.378026, -0.726670, -2.362421, -2.215165],a=4, v=0.75, t=0.008000)
movej([0.895494, -2.934614, -0.402871, -0.721127, -2.365264, -2.223424],a=4, v=0.75, t=0.008000)
movej([0.901582, -2.921465, -0.428264, -0.715462, -2.368171, -2.231866],a=4, v=0.75, t=0.008000)
movej([0.907669, -2.908315, -0.453659, -0.709796, -2.371077, -2.240309],a=4, v=0.75, t=0.008000)
movej([0.913756, -2.895165, -0.479054, -0.704131, -2.373984, -2.248752],a=4, v=0.75, t=0.008000)
movej([0.920034, -2.881603, -0.505245, -0.698288, -2.376981, -2.257459],a=4, v=0.75, t=0.008000)
movej([0.926163, -2.868363, -0.530813, -0.692584, -2.379907, -2.265959],a=4, v=0.75, t=0.008000)
movej([0.932291, -2.855125, -0.556379, -0.686880, -2.382833, -2.274458],a=4, v=0.75, t=0.008000)
movej([0.938419, -2.841886, -0.581945, -0.681176, -2.385759, -2.282958],a=4, v=0.75, t=0.008000)
movej([0.944449, -2.828861, -0.607098, -0.675565, -2.388638, -2.291320],a=4, v=0.75, t=0.008000)
movej([0.950593, -2.815590, -0.632728, -0.669847, -2.391571, -2.299841],a=4, v=0.75, t=0.008000)
movej([0.956739, -2.802312, -0.658369, -0.664126, -2.394505, -2.308365],a=4, v=0.75, t=0.008000)
movej([0.962885, -2.789035, -0.684011, -0.658406, -2.397440, -2.316890],a=4, v=0.75, t=0.008000)
movej([0.968903, -2.776034, -0.709117, -0.652805, -2.400313, -2.325236],a=4, v=0.75, t=0.008000)
movej([0.974998, -2.762867, -0.734545, -0.647132, -2.403223, -2.333690],a=4, v=0.75, t=0.008000)
movej([0.981097, -2.749693, -0.759987, -0.641456, -2.406135, -2.342149],a=4, v=0.75, t=0.008000)
movej([0.987196, -2.736518, -0.785429, -0.635780, -2.409046, -2.350607],a=4, v=0.75, t=0.008000)
movej([0.993322, -2.723283, -0.810990, -0.630077, -2.411972, -2.359104],a=4, v=0.75, t=0.008000)
movej([0.999458, -2.710029, -0.836585, -0.624367, -2.414901, -2.367614],a=4, v=0.75, t=0.008000)
movej([1.005593, -2.696774, -0.862182, -0.618657, -2.417831, -2.376124],a=4, v=0.75, t=0.008000)
movej([1.011729, -2.683520, -0.887778, -0.612946, -2.420761, -2.384633],a=4, v=0.75, t=0.008000)
movej([1.017863, -2.670268, -0.913369, -0.607237, -2.423690, -2.393141],a=4, v=0.75, t=0.008000)
movej([1.023969, -2.657078, -0.938841, -0.601554, -2.426605, -2.401609],a=4, v=0.75, t=0.008000)
